original,checked,lemma,path,dictionary
víciar,víciar,víciar,['datasets/ufsc/videos/V%C3%8DCIAR2.mp4'],UFSC
natal,natal,natal,['datasets/ufsc/videos/NATAL.mp4'],UFSC
falar,falar,falar,"['datasets/ufsc/videos/FALAR.mp4', 'datasets/ufsc/videos/E(falar).mp4']",UFSC
luva,luva,luva,['datasets/ufsc/videos/LUVA.mp4'],UFSC
haiti,haiti,haiti,['datasets/ufsc/videos/HAITI.mp4'],UFSC
eritreia,eritreia,eritrear,['datasets/ufsc/videos/ERITREIA.mp4'],UFSC
meio dia,meio dia,meio,['datasets/ufsc/videos/MEIO-DIA.mp4'],UFSC
explorar,explorar,explorar,['datasets/ufsc/videos/EXPLORAR.mp4'],UFSC
girafa,girafa,girafar,"['datasets/ufsc/videos/GIRAFA2.mp4', 'datasets/ufsc/videos/GIRAFA.mp4']",UFSC
avião,avião,avião,['datasets/ufsc/videos/AVI%C3%83O.mp4'],UFSC
festa,festa,festa,['datasets/ufsc/videos/FESTA.mp4'],UFSC
frutas,frutas,fruta,"['datasets/ufsc/videos/FRUTAS2.mp4', 'datasets/ufsc/videos/FRUTAS.mp4']",UFSC
milhão,milhão,milhão,['datasets/ufsc/videos/MILH%C3%83O.mp4'],UFSC
microsoft office word,microsoft office word,microsoft,['datasets/ufsc/videos/MICROSOFT-OFFICE-WORD.mp4'],UFSC
visitar,visitar,visitar,['datasets/ufsc/videos/VISITAR.mp4'],UFSC
conseguir não,conseguir não,conseguir,['datasets/ufsc/videos/CONSEGUIR-N%C3%83O.mp4'],UFSC
caxumba,caxumba,caxumbar,['datasets/ufsc/videos/CAXUMBA.mp4'],UFSC
chamar,chamar,chamar,"['datasets/ufsc/videos/CHAMAR2.mp4', 'datasets/ufsc/videos/CHAMAR.mp4', 'datasets/ufsc/videos/E(chamar).mp4']",UFSC
ps,ps,ps,"['datasets/ufsc/videos/FS(ps3).mp4', 'datasets/ufsc/videos/FS(ps4).mp4', 'datasets/ufsc/videos/FS(ps1).mp4', 'datasets/ufsc/videos/FS(ps2).mp4']",UFSC
nada,nada,nada,"['datasets/ufsc/videos/NADA3.mp4', 'datasets/ufsc/videos/E(nada).mp4', 'datasets/ufsc/videos/NADA2.mp4', 'datasets/ufsc/videos/NADA.mp4']",UFSC
pipoca,pipoca,pipocar,['datasets/ufsc/videos/PIPOCA.mp4'],UFSC
fusca,fusca,fusca,"['datasets/ufsc/videos/FUSCA.mp4', 'datasets/ufsc/videos/FUSCA2.mp4']",UFSC
samba,samba,samba,['datasets/ufsc/videos/SAMBA.mp4'],UFSC
bulgária,bulgária,bulgária,['datasets/ufsc/videos/BULG%C3%81RIA.mp4'],UFSC
tema,tema,tema,['datasets/ufsc/videos/TEMA.mp4'],UFSC
fiscal,fiscal,fiscal,"['datasets/ufsc/videos/FISCAL2.mp4', 'datasets/ufsc/videos/FISCAL.mp4']",UFSC
sistema solar,sistema solar,sistema,['datasets/ufsc/videos/SISTEMA-SOLAR.mp4'],UFSC
quarta feira,quarta feira,quarto,['datasets/ufsc/videos/QUARTA-FEIRA.mp4'],UFSC
magro,magro,magro,['datasets/ufsc/videos/MAGRO.mp4'],UFSC
mês,mês,mês,['datasets/ufsc/videos/M%C3%8AS.mp4'],UFSC
sanduíche,sanduíche,sanduíche,['datasets/ufsc/videos/SANDU%C3%8DCHE.mp4'],UFSC
como,como,como,['datasets/ufsc/videos/COMO%20.mp4'],UFSC
pessoalmente,pessoalmente,pessoalmente,['datasets/ufsc/videos/PESSOALMENTE.mp4'],UFSC
renault,renault,Renault,['datasets/ufsc/videos/RENAULT.mp4'],UFSC
porra,porra,porra,['datasets/ufsc/videos/PORRA.mp4'],UFSC
comparar,comparar,comparar,['datasets/ufsc/videos/COMPARAR.mp4'],UFSC
cobra,cobra,cobrar,"['datasets/ufsc/videos/COBRA2.mp4', 'datasets/ufsc/videos/COBRA3.mp4', 'datasets/ufsc/videos/COBRA4.mp4', 'datasets/ufsc/videos/COBRA.mp4']",UFSC
resumir,resumir,resumir,['datasets/ufsc/videos/RESUMIR.mp4'],UFSC
triângulo,triângulo,triângulo,"['datasets/ufsc/videos/TRI%C3%82NGULO.mp4', 'datasets/ufsc/videos/TRI%C3%82NGULO2.mp4']",UFSC
china,china,China,"['datasets/ufsc/videos/CHINA3.mp4', 'datasets/ufsc/videos/CHINA2.mp4', 'datasets/ufsc/videos/CHINA.mp4']",UFSC
conhecer,conhecer,conhecer,['datasets/ufsc/videos/CONHECER.mp4'],UFSC
pingue pongue,pingue pongue,pingue,['datasets/ufsc/videos/PINGUE-PONGUE.mp4'],UFSC
empurrar,empurrar,empurrar,['datasets/ufsc/videos/EMPURRAR.mp4'],UFSC
dicionário,dicionário,dicionário,"['datasets/ufsc/videos/DICION%C3%81RIO2.mp4', 'datasets/ufsc/videos/DICION%C3%81RIO.mp4']",UFSC
manipular,manipular,manipular,['datasets/ufsc/videos/MANIPULAR.mp4'],UFSC
cabelo,cabelo,cabelo,['datasets/ufsc/videos/CABELO.mp4'],UFSC
ter,ter,ter,['datasets/ufsc/videos/TER.mp4'],UFSC
odontologia,odontologia,odontologia,['datasets/ufsc/videos/ODONTOLOGIA.mp4'],UFSC
zero,zero,zero,['datasets/ufsc/videos/ZERO.mp4'],UFSC
várias vezes,várias vezes,várias,['datasets/ufsc/videos/V%C3%81RIAS-VEZES.mp4'],UFSC
charles l´epée,charles l´epée,charle,['datasets/ufsc/videos/CHARLES-L%C2%B4EP%C3%89E.mp4'],UFSC
proposta,proposta,proposta,['datasets/ufsc/videos/PROPOSTA.mp4'],UFSC
retrocesso,retrocesso,retrocesso,['datasets/ufsc/videos/RETROCESSO.mp4'],UFSC
anos,anos,ano,['datasets/ufsc/videos/ANOS.mp4'],UFSC
matemática,matemática,matemático,"['datasets/ufsc/videos/MATEM%C3%81TICA2.mp4', 'datasets/ufsc/videos/MATEM%C3%81TICA.mp4']",UFSC
cefet mg,cefet mg,cefetr,['datasets/ufsc/videos/CEFET-MG.mp4'],UFSC
gastar,gastar,gastar,['datasets/ufsc/videos/GASTAR.mp4'],UFSC
fantasma,fantasma,fantasma,['datasets/ufsc/videos/FANTASMA.mp4'],UFSC
novembro,novembro,novembro,"['datasets/ufsc/videos/NOVEMBRO.mp4', 'datasets/ufsc/videos/NOVEMBRO2.mp4']",UFSC
preferir,preferir,preferir,['datasets/ufsc/videos/PREFERIR.mp4'],UFSC
enzima,enzima,enzimo,['datasets/ufsc/videos/ENZIMA.mp4'],UFSC
perder audição,perder audição,perder,['datasets/ufsc/videos/PERDER-AUDI%C3%87%C3%83O.mp4'],UFSC
formiga,formiga,formiga,"['datasets/ufsc/videos/FORMIGA2.mp4', 'datasets/ufsc/videos/FORMIGA.mp4']",UFSC
assoar,assoar,assoar,['datasets/ufsc/videos/ASSOAR.mp4'],UFSC
salada,salada,salar,['datasets/ufsc/videos/SALADA.mp4'],UFSC
genética,genética,genética,['datasets/ufsc/videos/GEN%C3%89TICA.mp4'],UFSC
esquerdo,esquerdo,esquerdo,['datasets/ufsc/videos/ESQUERDO.mp4'],UFSC
aconselhar,aconselhar,aconselhar,['datasets/ufsc/videos/ACONSELHAR.mp4'],UFSC
xingar,xingar,xingar,['datasets/ufsc/videos/XINGAR.mp4'],UFSC
entediar,entediar,entediar,['datasets/ufsc/videos/ENTEDIAR.mp4'],UFSC
piauí,piauí,piauí,['datasets/ufsc/videos/PIAU%C3%8D.mp4'],UFSC
bom,bom,bom,['datasets/ufsc/videos/BOM.mp4'],UFSC
dezembro,dezembro,dezembro,['datasets/ufsc/videos/DEZEMBRO.mp4'],UFSC
principal,principal,principal,['datasets/ufsc/videos/PRINCIPAL.mp4'],UFSC
macau,macau,Macau,['datasets/ufsc/videos/MACAU.mp4'],UFSC
tio,tio,tio,"['datasets/ufsc/videos/TIO2%20.mp4', 'datasets/ufsc/videos/TIO.mp4']",UFSC
funcionar,funcionar,funcionar,['datasets/ufsc/videos/FUNCIONAR.mp4'],UFSC
rondônia,rondônia,rondônio,['datasets/ufsc/videos/ROND%C3%94NIA.mp4'],UFSC
audismo,audismo,audismo,['datasets/ufsc/videos/AUDISMO.mp4'],UFSC
analfabeto,analfabeto,analfabeto,['datasets/ufsc/videos/ANALFABETO.mp4'],UFSC
responsável,responsável,responsável,['datasets/ufsc/videos/RESPONS%C3%81VEL.mp4'],UFSC
incluir,incluir,incluir,['datasets/ufsc/videos/INCLUIR.mp4'],UFSC
certo,certo,certo,['datasets/ufsc/videos/CERTO.mp4'],UFSC
brigar,brigar,brigar,['datasets/ufsc/videos/BRIGAR.mp4'],UFSC
palmeiras,palmeiras,palmeira,['datasets/ufsc/videos/PALMEIRAS.mp4'],UFSC
urgente,urgente,urgente,"['datasets/ufsc/videos/URGENTE2.mp4', 'datasets/ufsc/videos/URGENTE.mp4']",UFSC
buraco negro,buraco negro,buraco,['datasets/ufsc/videos/BURACO-NEGRO.mp4'],UFSC
filipinas,filipinas,filipina,['datasets/ufsc/videos/FILIPINAS.mp4'],UFSC
garçom,garçom,garçom,"['datasets/ufsc/videos/GAR%C3%87OM2.mp4', 'datasets/ufsc/videos/GAR%C3%87OM.mp4']",UFSC
labirinte,labirinte,labirinte,['datasets/ufsc/videos/LABIRINTE.mp4'],UFSC
chapecó sc,chapecó sc,chapecóer,['datasets/ufsc/videos/CHAPEC%C3%93-SC.mp4'],UFSC
gostoso,gostoso,gostoso,['datasets/ufsc/videos/GOSTOSO.mp4'],UFSC
inocente,inocente,inocente,"['datasets/ufsc/videos/INOCENTE2.mp4', 'datasets/ufsc/videos/INOCENTE.mp4']",UFSC
líbano,líbano,líbano,"['datasets/ufsc/videos/L%C3%8DBANO2.mp4', 'datasets/ufsc/videos/L%C3%8DBANO.mp4']",UFSC
refletir,refletir,refletir,['datasets/ufsc/videos/REFLETIR.mp4'],UFSC
mídia,mídia,mídio,['datasets/ufsc/videos/M%C3%8DDIA.mp4'],UFSC
habituar,habituar,habituar,['datasets/ufsc/videos/HABITUAR.mp4'],UFSC
verde,verde,verde,"['datasets/ufsc/videos/VERDE4.mp4', 'datasets/ufsc/videos/VERDE3.mp4', 'datasets/ufsc/videos/VERDE.mp4', 'datasets/ufsc/videos/VERDE2.mp4']",UFSC
primeiramente,primeiramente,primeiramente,"['datasets/ufsc/videos/PRIMEIRAMENTE2.mp4', 'datasets/ufsc/videos/PRIMEIRAMENTE.mp4']",UFSC
pipa,pipa,pipar,['datasets/ufsc/videos/PIPA.mp4'],UFSC
acendedor,acendedor,acendedor,['datasets/ufsc/videos/ACENDEDOR.mp4'],UFSC
macio,macio,Macio,"['datasets/ufsc/videos/MACIO2.mp4', 'datasets/ufsc/videos/MACIO.mp4']",UFSC
minas gerais,minas gerais,mina,"['datasets/ufsc/videos/MINAS-GERAIS.mp4', 'datasets/ufsc/videos/MINAS-GERAIS2.mp4']",UFSC
verme,verme,verme,['datasets/ufsc/videos/VERME.mp4'],UFSC
microscópio,microscópio,microscópio,['datasets/ufsc/videos/MICROSC%C3%93PIO.mp4'],UFSC
análise,análise,análise,['datasets/ufsc/videos/AN%C3%81LISE.mp4'],UFSC
total,total,total,['datasets/ufsc/videos/TOTAL.mp4'],UFSC
noivo,noivo,noivo,"['datasets/ufsc/videos/NOIVO2.mp4', 'datasets/ufsc/videos/NOIVO.mp4']",UFSC
signwriting,signwriting,Signwriting,"['datasets/ufsc/videos/SIGNWRITING2.mp4', 'datasets/ufsc/videos/SIGNWRITING.mp4']",UFSC
inclusão três,inclusão três,inclusãor,['datasets/ufsc/videos/INCLUS%C3%83O-TR%C3%8AS.mp4'],UFSC
binóculos,binóculos,binóculo,['datasets/ufsc/videos/BIN%C3%93CULOS.mp4'],UFSC
carta,carta,carta,['datasets/ufsc/videos/CARTA.mp4'],UFSC
escola celso ramos,escola celso ramos,Escola,['datasets/ufsc/videos/ESCOLA-CELSO-RAMOS.mp4'],UFSC
salário,salário,salário,"['datasets/ufsc/videos/SAL%C3%81RIO.mp4', 'datasets/ufsc/videos/SAL%C3%81RIO2.mp4']",UFSC
parada,parada,parar,['datasets/ufsc/videos/PARADA.mp4'],UFSC
fechar cortina,fechar cortina,fechar,['datasets/ufsc/videos/FECHAR-CORTINA.mp4'],UFSC
lua,lua,lua,['datasets/ufsc/videos/LUA.mp4'],UFSC
inclusão um,inclusão um,inclusão,['datasets/ufsc/videos/INCLUS%C3%83O-UM.mp4'],UFSC
duas vezes,duas vezes,dois,"['datasets/ufsc/videos/DUAS-VEZES.mp4', 'datasets/ufsc/videos/DUAS-VEZES2.mp4']",UFSC
importunar,importunar,importunar,['datasets/ufsc/videos/IMPORTUNAR.mp4'],UFSC
função,função,função,['datasets/ufsc/videos/FUN%C3%87%C3%83O.mp4'],UFSC
andorra,andorra,andorra,['datasets/ufsc/videos/ANDORRA.mp4'],UFSC
porcentagem,porcentagem,porcentagem,['datasets/ufsc/videos/PORCENTAGEM.mp4'],UFSC
colômbia,colômbia,colômber,['datasets/ufsc/videos/COL%C3%94MBIA.mp4'],UFSC
ginástica artística,ginástica artística,ginástica,['datasets/ufsc/videos/GIN%C3%81STICA-ART%C3%8DSTICA.mp4'],UFSC
adaptar,adaptar,adaptar,['datasets/ufsc/videos/ADAPTAR.mp4'],UFSC
negativo,negativo,negativo,"['datasets/ufsc/videos/E(negativo).mp4', 'datasets/ufsc/videos/NEGATIVO.mp4']",UFSC
sindicato,sindicato,Sindicato,['datasets/ufsc/videos/SINDICATO.mp4'],UFSC
porto alegre,porto alegre,Porto,['datasets/ufsc/videos/PORTO-ALEGRE.mp4'],UFSC
cartão,cartão,cartão,"['datasets/ufsc/videos/CART%C3%83O2.mp4', 'datasets/ufsc/videos/CART%C3%83O.mp4']",UFSC
seis,seis,seis,['datasets/ufsc/videos/E(SEIS).mp4'],UFSC
biguaçu,biguaçu,biguaçu,['datasets/ufsc/videos/BIGUA%C3%87U.mp4'],UFSC
sexta feira,sexta feira,sexta,['datasets/ufsc/videos/SEXTA-FEIRA.mp4'],UFSC
parede,parede,parede,['datasets/ufsc/videos/PAREDE.mp4'],UFSC
entrar,entrar,entrar,"['datasets/ufsc/videos/ENTRAR2.mp4', 'datasets/ufsc/videos/ENTRAR.mp4']",UFSC
extensão,extensão,extensão,['datasets/ufsc/videos/EXTENS%C3%83O.mp4'],UFSC
afeganistão,afeganistão,afeganistãor,['datasets/ufsc/videos/AFEGANIST%C3%83O.mp4'],UFSC
braille,braille,braille,['datasets/ufsc/videos/BRAILLE.mp4'],UFSC
educar,educar,educar,['datasets/ufsc/videos/EDUCAR.mp4'],UFSC
asnat,asnat,asnat,['datasets/ufsc/videos/ASNAT.mp4'],UFSC
decepcionar,decepcionar,decepcionar,['datasets/ufsc/videos/DECEPCIONAR.mp4'],UFSC
maravilha,maravilha,maravilha,['datasets/ufsc/videos/MARAVILHA.mp4'],UFSC
rezar,rezar,rezar,['datasets/ufsc/videos/REZAR.mp4'],UFSC
idade,idade,idade,['datasets/ufsc/videos/IDADE.mp4'],UFSC
lobo,lobo,lobo,['datasets/ufsc/videos/LOBO.mp4'],UFSC
astronomia,astronomia,astronomia,"['datasets/ufsc/videos/ASTRONOMIA2.mp4', 'datasets/ufsc/videos/ASTRONOMIA.mp4']",UFSC
doutorado,doutorado,doutorar,['datasets/ufsc/videos/DOUTORADO.mp4'],UFSC
sede,sede,sede,"['datasets/ufsc/videos/SEDE.mp4', 'datasets/ufsc/videos/SEDE2.mp4']",UFSC
gostar,gostar,gostar,['datasets/ufsc/videos/GOSTAR.mp4'],UFSC
borboleta,borboleta,borboleta,['datasets/ufsc/videos/BORBOLETA.mp4'],UFSC
branco,branco,branco,"['datasets/ufsc/videos/BRANCO.mp4', 'datasets/ufsc/videos/BRANCO3.mp4', 'datasets/ufsc/videos/BRANCO2.mp4']",UFSC
zebra,zebra,zebrar,['datasets/ufsc/videos/ZEBRA.mp4'],UFSC
curioso,curioso,curioso,"['datasets/ufsc/videos/CURIOSO2.mp4', 'datasets/ufsc/videos/CURIOSO.mp4']",UFSC
moeda,moeda,moeda,"['datasets/ufsc/videos/MOEDA.mp4', 'datasets/ufsc/videos/MOEDA2.mp4']",UFSC
audiência,audiência,audiência,['datasets/ufsc/videos/AUDI%C3%8ANCIA.mp4'],UFSC
lavar roupa,lavar roupa,lavar,['datasets/ufsc/videos/LAVAR-ROUPA.mp4'],UFSC
amigo,amigo,amigo,"['datasets/ufsc/videos/AMIGO.mp4', 'datasets/ufsc/videos/E(amigo).mp4']",UFSC
metodologia,metodologia,metodologer,['datasets/ufsc/videos/METODOLOGIA.mp4'],UFSC
afinidade,afinidade,afinidade,['datasets/ufsc/videos/AFINIDADE.mp4'],UFSC
macaco,macaco,Macaco,['datasets/ufsc/videos/MACACO.mp4'],UFSC
vereador,vereador,vereador,['datasets/ufsc/videos/VEREADOR.mp4'],UFSC
muro,muro,muro,['datasets/ufsc/videos/MURO.mp4'],UFSC
setembro,setembro,setembro,"['datasets/ufsc/videos/SETEMBRO2.mp4', 'datasets/ufsc/videos/SETEMBRO.mp4']",UFSC
amazonas,amazonas,amazona,['datasets/ufsc/videos/AMAZONAS.mp4'],UFSC
android,android,android,"['datasets/ufsc/videos/ANDROID2.mp4', 'datasets/ufsc/videos/ANDROID.mp4']",UFSC
mamão,mamão,mamão,"['datasets/ufsc/videos/MAM%C3%83O2.mp4', 'datasets/ufsc/videos/MAM%C3%83O.mp4']",UFSC
blusa regata,blusa regata,blusa,['datasets/ufsc/videos/BLUSA-REGATA.mp4'],UFSC
bater palma,bater palma,bater,['datasets/ufsc/videos/E(bater-palma).mp4'],UFSC
vaga,vaga,vagar,['datasets/ufsc/videos/VAGA.mp4'],UFSC
papel,papel,papel,['datasets/ufsc/videos/PAPEL.mp4'],UFSC
xanxerê sc,xanxerê sc,xanxerê,"['datasets/ufsc/videos/XANXER%C3%8A-SC.mp4', 'datasets/ufsc/videos/XANXER%C3%8A-SC2.mp4']",UFSC
fonoaudiologia,fonoaudiologia,fonoaudiologia,['datasets/ufsc/videos/FONOAUDIOLOGIA.mp4'],UFSC
fechar mente,fechar mente,fechar,['datasets/ufsc/videos/FECHAR-MENTE.mp4'],UFSC
uva,uva,uva,['datasets/ufsc/videos/UVA.mp4'],UFSC
beber,beber,beber,['datasets/ufsc/videos/BEBER.mp4'],UFSC
cenoura,cenoura,cenoura,"['datasets/ufsc/videos/CENOURA2.mp4', 'datasets/ufsc/videos/CENOURA.mp4']",UFSC
cair,cair,cair,['datasets/ufsc/videos/CAIR.mp4'],UFSC
saudade,saudade,saudade,['datasets/ufsc/videos/SAUDADE.mp4'],UFSC
nona série,nona série,nonar,['datasets/ufsc/videos/NONA-S%C3%89RIE.mp4'],UFSC
moldura,moldura,moldura,['datasets/ufsc/videos/MOLDURA.mp4'],UFSC
esquivar se,esquivar se,esquivar,['datasets/ufsc/videos/ESQUIVAR-SE.mp4'],UFSC
absorvente,absorvente,absorvente,['datasets/ufsc/videos/ABSORVENTE.mp4'],UFSC
coca cola,coca cola,cocar,"['datasets/ufsc/videos/COCA-COLA3.mp4', 'datasets/ufsc/videos/COCA-COLA.mp4', 'datasets/ufsc/videos/COCA-COLA2.mp4']",UFSC
azerbaijão,azerbaijão,azerbaijãor,['datasets/ufsc/videos/AZERBAIJ%C3%83O.mp4'],UFSC
maturar,maturar,maturar,['datasets/ufsc/videos/MATURAR.mp4'],UFSC
consultor,consultor,consultor,['datasets/ufsc/videos/CONSULTOR.mp4'],UFSC
orkut,orkut,orkut,"['datasets/ufsc/videos/ORKUT3.mp4', 'datasets/ufsc/videos/ORKUT2.mp4', 'datasets/ufsc/videos/ORKUT.mp4']",UFSC
sozinho,sozinho,sozinho,"['datasets/ufsc/videos/SOZINHO2.mp4', 'datasets/ufsc/videos/SOZINHO.mp4']",UFSC
duvidar,duvidar,duvidar,['datasets/ufsc/videos/DUVIDAR.mp4'],UFSC
remédio boca,remédio boca,remédio,['datasets/ufsc/videos/REM%C3%89DIO-BOCA.mp4'],UFSC
cadeira,cadeira,cadeira,['datasets/ufsc/videos/CADEIRA.mp4'],UFSC
raiva,raiva,raiva,"['datasets/ufsc/videos/RAIVA.mp4', 'datasets/ufsc/videos/RAIVA2.mp4']",UFSC
poupança,poupança,poupançar,['datasets/ufsc/videos/POUPAN%C3%87A.mp4'],UFSC
direto,direto,direto,['datasets/ufsc/videos/DIRETO.mp4'],UFSC
letras libras bacharelado,letras libras bacharelado,letra,['datasets/ufsc/videos/LETRAS-LIBRAS-BACHARELADO.mp4'],UFSC
lembrar não,lembrar não,lembrar,['datasets/ufsc/videos/LEMBRAR-N%C3%83O.mp4'],UFSC
divertir,divertir,divertir,['datasets/ufsc/videos/DIVERTIR.mp4'],UFSC
espírito,espírito,espírito,['datasets/ufsc/videos/ESP%C3%8DRITO.mp4'],UFSC
farroupilha,farroupilha,farroupilha,['datasets/ufsc/videos/FARROUPILHA.mp4'],UFSC
verdura,verdura,verdura,"['datasets/ufsc/videos/VERDURA2.mp4', 'datasets/ufsc/videos/VERDURA.mp4']",UFSC
voz,voz,voz,"['datasets/ufsc/videos/VOZ2.mp4', 'datasets/ufsc/videos/VOZ.mp4']",UFSC
espírito santo,espírito santo,espírito,['datasets/ufsc/videos/ESP%C3%8DRITO-SANTO.mp4'],UFSC
bola,bola,bolo,['datasets/ufsc/videos/BOLA.mp4'],UFSC
arquitetura,arquitetura,arquitetura,['datasets/ufsc/videos/ARQUITETURA.mp4'],UFSC
urubu,urubu,urubu,['datasets/ufsc/videos/URUBU.mp4'],UFSC
piano,piano,piano,['datasets/ufsc/videos/PIANO.mp4'],UFSC
lutar,lutar,lutar,['datasets/ufsc/videos/LUTAR.mp4'],UFSC
depositar,depositar,depositar,['datasets/ufsc/videos/DEPOSITAR.mp4'],UFSC
faz tempo,faz tempo,fazer,['datasets/ufsc/videos/FAZ-TEMPO.mp4'],UFSC
mental,mental,mental,['datasets/ufsc/videos/MENTAL.mp4'],UFSC
adquirir,adquirir,adquirir,['datasets/ufsc/videos/ADQUIRIR.mp4'],UFSC
só,só,só,['datasets/ufsc/videos/S%C3%93.mp4'],UFSC
chiclete,chiclete,chiclete,['datasets/ufsc/videos/CHICLETE.mp4'],UFSC
amanhecer,amanhecer,amanhecer,['datasets/ufsc/videos/AMANHECER.mp4'],UFSC
fazer,fazer,fazer,['datasets/ufsc/videos/FAZER.mp4'],UFSC
parque,parque,parque,"['datasets/ufsc/videos/PARQUE2.mp4', 'datasets/ufsc/videos/PARQUE.mp4']",UFSC
desfilar,desfilar,desfilar,['datasets/ufsc/videos/DESFILAR.mp4'],UFSC
costurar,costurar,costurar,"['datasets/ufsc/videos/COSTURAR2.mp4', 'datasets/ufsc/videos/COSTURAR.mp4']",UFSC
fácil,fácil,fácil,"['datasets/ufsc/videos/F%C3%81CIL2.mp4', 'datasets/ufsc/videos/F%C3%81CIL3.mp4', 'datasets/ufsc/videos/F%C3%81CIL.mp4']",UFSC
acender luz,acender luz,acender,['datasets/ufsc/videos/ACENDER-LUZ.mp4'],UFSC
faculdade,faculdade,Faculdade,"['datasets/ufsc/videos/FACULDADE2.mp4', 'datasets/ufsc/videos/FACULDADE.mp4']",UFSC
melancia,melancia,melancia,"['datasets/ufsc/videos/MELANCIA2.mp4', 'datasets/ufsc/videos/MELANCIA.mp4']",UFSC
troféu,troféu,troféu,['datasets/ufsc/videos/TROF%C3%89U.mp4'],UFSC
prejudicar,prejudicar,prejudicar,['datasets/ufsc/videos/PREJUDICAR.mp4'],UFSC
ambição,ambição,ambição,['datasets/ufsc/videos/AMBI%C3%87%C3%83O.mp4'],UFSC
gêmeos,gêmeos,gêmeo,"['datasets/ufsc/videos/G%C3%8AMEOS.mp4', 'datasets/ufsc/videos/G%C3%8AMEOS4.mp4', 'datasets/ufsc/videos/G%C3%8AMEOS3.mp4', 'datasets/ufsc/videos/G%C3%8AMEOS2.mp4']",UFSC
firme,firme,firme,"['datasets/ufsc/videos/FIRME2.mp4', 'datasets/ufsc/videos/FIRME.mp4']",UFSC
pendrive,pendrive,pendriver,['datasets/ufsc/videos/PENDRIVE.mp4'],UFSC
evacuar,evacuar,evacuar,['datasets/ufsc/videos/EVACUAR.mp4'],UFSC
projeto,projeto,projeto,"['datasets/ufsc/videos/PROJETO2.mp4', 'datasets/ufsc/videos/PROJETO.mp4']",UFSC
passo fundo rs,passo fundo rs,passo,['datasets/ufsc/videos/PASSO-FUNDO-RS.mp4'],UFSC
vagabundo,vagabundo,vagabur,['datasets/ufsc/videos/VAGABUNDO.mp4'],UFSC
brincar,brincar,brincar,['datasets/ufsc/videos/BRINCAR.mp4'],UFSC
rio grande do sul,rio grande do sul,Rio,['datasets/ufsc/videos/RIO-GRANDE-DO-SUL.mp4'],UFSC
brócolis,brócolis,brócoli,"['datasets/ufsc/videos/BR%C3%93COLIS.mp4', 'datasets/ufsc/videos/BR%C3%93COLIS3.mp4', 'datasets/ufsc/videos/BR%C3%93COLIS2.mp4']",UFSC
interrogar,interrogar,interrogar,['datasets/ufsc/videos/INTERROGAR.mp4'],UFSC
terminal,terminal,terminal,['datasets/ufsc/videos/TERMINAL.mp4'],UFSC
cuidado,cuidado,cuidado,['datasets/ufsc/videos/CUIDADO.mp4'],UFSC
pasta,pasta,pasta,"['datasets/ufsc/videos/PASTA.mp4', 'datasets/ufsc/videos/PASTA2.mp4']",UFSC
tamanduá sp,tamanduá sp,tamanduá,['datasets/ufsc/videos/TAMANDU%C3%81-SP.mp4'],UFSC
piolho,piolho,piolho,['datasets/ufsc/videos/PIOLHO.mp4'],UFSC
twitter,twitter,twitter,['datasets/ufsc/videos/TWITTER.mp4'],UFSC
cazaquistão,cazaquistão,cazaquistão,['datasets/ufsc/videos/CAZAQUIST%C3%83O.mp4'],UFSC
respirar,respirar,respirar,['datasets/ufsc/videos/RESPIRAR.mp4'],UFSC
castigar,castigar,castigar,['datasets/ufsc/videos/CASTIGAR.mp4'],UFSC
estranho,estranho,estranho,['datasets/ufsc/videos/ESTRANHO.mp4'],UFSC
chato,chato,chato,"['datasets/ufsc/videos/CHATO3.mp4', 'datasets/ufsc/videos/CHATO2.mp4', 'datasets/ufsc/videos/CHATO.mp4']",UFSC
monstro,monstro,monstro,"['datasets/ufsc/videos/E(monstro).mp4', 'datasets/ufsc/videos/MONSTRO.mp4']",UFSC
apoiar,apoiar,apoiar,"['datasets/ufsc/videos/APOIAR.mp4', 'datasets/ufsc/videos/APOIAR2.mp4']",UFSC
paraíba,paraíba,paraíba,['datasets/ufsc/videos/PARA%C3%8DBA.mp4'],UFSC
vinagre,vinagre,vinagrer,['datasets/ufsc/videos/VINAGRE.mp4'],UFSC
todos,todos,todo,['datasets/ufsc/videos/TODOS.mp4'],UFSC
vocabulário,vocabulário,vocabulário,['datasets/ufsc/videos/VOCABUL%C3%81RIO.mp4'],UFSC
grécia,grécia,gréciar,"['datasets/ufsc/videos/GR%C3%89CIA5.mp4', 'datasets/ufsc/videos/GR%C3%89CIA4.mp4', 'datasets/ufsc/videos/GR%C3%89CIA.mp4', 'datasets/ufsc/videos/GR%C3%89CIA2.mp4', 'datasets/ufsc/videos/GR%C3%89CIA3.mp4']",UFSC
maquiagem,maquiagem,maquiagem,"['datasets/ufsc/videos/MAQUIAGEM.mp4', 'datasets/ufsc/videos/MAQUIAGEM2.mp4']",UFSC
entender,entender,entender,['datasets/ufsc/videos/ENTENDER.mp4'],UFSC
nome asl,nome asl,nome,['datasets/ufsc/videos/NOME-ASL.mp4'],UFSC
faltar,faltar,faltar,"['datasets/ufsc/videos/FALTAR2.mp4', 'datasets/ufsc/videos/FALTAR.mp4', 'datasets/ufsc/videos/FALTAR3.mp4']",UFSC
trazer,trazer,trazer,['datasets/ufsc/videos/TRAZER.mp4'],UFSC
